ACCT_ID,ACTIVE_FL,FY_CD_FR,PD_NO_FR,FY_CD_TO,PD_NO_TO,ACCT_ENTR_GRP_CD,PROJ_REQD_FL,S_ACCT_TYPE_CD,DETL_FL,ACCT_NAME,TOP_FL,MODIFIED_BY,TIME_STAMP,L1_ACCT_NAME,L2_ACCT_NAME,L3_ACCT_NAME,L4_ACCT_NAME,L5_ACCT_NAME,L6_ACCT_NAME,L7_ACCT_NAME,LVL_NO,L1_ACCT_SEG_ID,L2_ACCT_SEG_ID,L3_ACCT_SEG_ID,L4_ACCT_SEG_ID,L5_ACCT_SEG_ID,L6_ACCT_SEG_ID,L7_ACCT_SEG_ID,L8_ACCT_SEG_ID,TC_ACCT_TYPE_CD,ROWVERSION,SFT_FL,MES_FL
0488-000,Y,,,,,ALL,Y,N,Y,EMPLOYEE REFERRAL,N,SGOSS,2016-02-14,EMPLOYEE REFERRAL EXPENSE,EMPLOYEE REFERRAL,0,0,0,0,0,2,0488,000,0,0,0,0,0,0,,0,N,N
0489,N,,,,,,N,,N,HR ALLOCATIONS IN,Y,SGOSS,2016-02-14,HR ALLOCATIONS IN,0,0,0,0,0,0,1,0489,0,0,0,0,0,0,0,,0,N,N
0489-01H,Y,,,,,ALL,Y,N,Y,HR ALLOCATION FULL,N,SGOSS,2016-02-14,HR ALLOCATIONS IN,HR ALLOCATION FULL,0,0,0,0,0,2,0489,01H,0,0,0,0,0,0,,0,N,N
0489-02H,Y,,,,,ALL,Y,N,Y,HR ALLOCATION SCA,N,SGOSS,2016-02-14,HR ALLOCATIONS IN,HR ALLOCATION SCA,0,0,0,0,0,2,0489,02H,0,0,0,0,0,0,,0,N,N
0500,N,,,,,,N,,N,OH LABOR,Y,SGOSS,2016-02-14,OH LABOR,0,0,0,0,0,0,1,0500,0,0,0,0,0,0,0,,0,N,N
0500-000,Y,,,,,ALL,Y,E,Y,OH LABOR CLIENT SITE,N,SGOSS,2016-02-14,OH LABOR,OH LABOR CLIENT SITE,0,0,0,0,0,2,0500,000,0,0,0,0,0,0,C,0,N,N
0500-100,Y,,,,,ALL,Y,E,Y,OH LABOR ITG SITE,N,SGOSS,2016-02-14,OH LABOR,OH LABOR ITG SITE,0,0,0,0,0,2,0500,100,0,0,0,0,0,0,C,0,N,N
0505,N,,,,,,N,,N,OH INCENTIVE COMP,Y,SGOSS,2016-02-14,OH INCENTIVE COMP,0,0,0,0,0,0,1,0505,0,0,0,0,0,0,0,,0,N,N
0505-000,Y,,,,,ALL,Y,N,Y,INCENTIVE COMP ITG CS,N,SGOSS,2016-02-14,OH INCENTIVE COMP,INCENTIVE COMP ITG CS,0,0,0,0,0,2,0505,000,0,0,0,0,0,0,,0,N,N
0505-100,Y,,,,,ALL,Y,N,Y,INCENTIVE COMP ITG,N,SGOSS,2016-02-14,OH INCENTIVE COMP,INCENTIVE COMP ITG,0,0,0,0,0,2,0505,100,0,0,0,0,0,0,,0,N,N
0508,N,,,,,,N,,N,OH EMPLOYEE REFERRAL,Y,SGOSS,2016-02-14,OH EMPLOYEE REFERRAL,0,0,0,0,0,0,1,0508,0,0,0,0,0,0,0,,0,N,N
0508-000,Y,,,,,ALL,Y,N,Y,EMPLOYEE REFERRAL,N,SGOSS,2016-02-14,OH EMPLOYEE REFERRAL,EMPLOYEE REFERRAL,0,0,0,0,0,2,0508,000,0,0,0,0,0,0,,0,N,N
0508-100,Y,,,,,ALL,Y,N,Y,EMPLOYEE REFERRAL,N,SGOSS,2016-02-14,OH EMPLOYEE REFERRAL,EMPLOYEE REFERRAL,0,0,0,0,0,2,0508,100,0,0,0,0,0,0,,0,N,N
0511,N,,,,,,N,,N,OH TEMPORARY LABOR,Y,SGOSS,2016-02-14,OH TEMPORARY LABOR,0,0,0,0,0,0,1,0511,0,0,0,0,0,0,0,,0,N,N
0511-000,Y,,,,,ALL,Y,N,Y,TEMPORARY LABOR,N,SGOSS,2016-02-14,OH TEMPORARY LABOR,TEMPORARY LABOR,,,,,,2,0511,000,,,,,,,,0,N,N
0511-100,Y,,,,,ALL,Y,N,Y,TEMPORARY LABOR,N,SGOSS,2016-02-14,OH TEMPORARY LABOR,TEMPORARY LABOR,0,0,0,0,0,2,0511,100,0,0,0,0,0,0,,0,N,N
0512,N,,,,,,N,,N,OH CONSULTANT EXPENSE,Y,SGOSS,2016-02-14,OH CONSULTANT EXPENSE,0,0,0,0,0,0,1,0512,0,0,0,0,0,0,0,,0,N,N
0512-000,Y,,,,,ALL,Y,N,Y,CONSULTANT EXPENSE,N,SGOSS,2016-02-14,OH CONSULTANT EXPENSE,CONSULTANT EXPENSE,,,,,,2,0512,000,,,,,,,,0,N,N
0512-100,Y,,,,,ALL,Y,N,Y,CONSULTANT EXPENSE,N,SGOSS,2016-02-14,OH CONSULTANT EXPENSE,CONSULTANT EXPENSE,0,0,0,0,0,2,0512,100,0,0,0,0,0,0,,0,N,N
0513,N,,,,,,N,,N,OH PROFESSIONAL SERVICES,Y,SGOSS,2016-02-14,OH PROFESSIONAL SERVICES,0,0,0,0,0,0,1,0513,0,0,0,0,0,0,0,,0,N,N
0513-000,Y,,,,,ALL,Y,N,Y,PROFESSIONAL SERVICES,N,SGOSS,2016-02-14,OH PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,,,,,,2,0513,000,,,,,,,,0,N,N
0513-100,Y,,,,,ALL,Y,N,Y,PROFESSIONAL SERVICES,N,SGOSS,2016-02-14,OH PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,0,0,0,0,0,2,0513,100,0,0,0,0,0,0,,0,N,N
0515,N,,,,,,N,,N,OH RECRUITING-ADVERTISING,Y,SGOSS,2016-02-14,OH RECRUITING-ADVERTISING,0,0,0,0,0,0,1,0515,0,0,0,0,0,0,0,,0,N,N
0515-000,Y,,,,,ALL,Y,N,Y,RECRUITING - ADVERTISING,N,SGOSS,2016-02-14,OH RECRUITING-ADVERTISING,RECRUITING - ADVERTISING,,,,,,2,0515,000,,,,,,,,0,N,N
0515-100,Y,,,,,ALL,Y,N,Y,RECRUITING - ADVERTISING,N,SGOSS,2016-02-14,OH RECRUITING-ADVERTISING,RECRUITING - ADVERTISING,0,0,0,0,0,2,0515,100,0,0,0,0,0,0,,0,N,N
0516,N,,,,,,N,,N,OH BUSINESS MEETINGS/CONF,Y,SGOSS,2016-02-14,OH BUSINESS MEETINGS/CONF,0,0,0,0,0,0,1,0516,0,0,0,0,0,0,0,,0,N,N
0516-000,Y,,,,,ALL,Y,N,Y,BUSINESS MEETINGS/CONF,N,49301.ISMAIL.MARMAR,2016-03-23,OH BUSINESS MEETINGS/CONF,BUSINESS MEETINGS/CONF,,,,,,2,0516,000,,,,,,,E,1,N,N
0516-100,Y,,,,,ALL,Y,N,Y,BUSINESS MEETINGS/CONF,N,LWORTMAN,2016-03-23,OH BUSINESS MEETINGS/CONF,BUSINESS MEETINGS/CONF,0,0,0,0,0,2,0516,100,0,0,0,0,0,0,E,1,N,N
0517,N,,,,,,N,,N,OH TRAVEL,Y,SGOSS,2016-02-14,OH TRAVEL,0,0,0,0,0,0,1,0517,0,0,0,0,0,0,0,,0,N,N
0517-000,Y,,,,,ALL,Y,N,Y,TRAVEL - TRANSPORTATION,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - TRANSPORTATION,0,0,0,0,0,2,0517,000,0,0,0,0,0,0,E,1,N,N
0517-005,Y,,,,,ALL,Y,N,Y,TRAVEL - LODGING,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - LODGING,0,0,0,0,0,2,0517,005,0,0,0,0,0,0,E,1,N,N
0517-010,Y,,,,,ALL,Y,N,Y,TRAVEL - M&IE,N,BADAWII,2017-02-02,OH TRAVEL,TRAVEL - M&IE,0,0,0,0,0,2,0517,010,0,0,0,0,0,0,E,3,N,N
0517-015,Y,,,,,ALL,Y,N,Y,TRAVEL - LOCAL,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - LOCAL,0,0,0,0,0,2,0517,015,0,0,0,0,0,0,E,1,N,N
0517-020,Y,,,,,ALL,Y,N,Y,TRAVEL - PARKING/CAB,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - PARKING/CAB,0,0,0,0,0,2,0517,020,0,0,0,0,0,0,E,1,N,N
0517-025,Y,,,,,ALL,Y,N,Y,TRAVEL - METRO,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - METRO,0,0,0,0,0,2,0517,025,0,0,0,0,0,0,E,1,N,N
0517-100,Y,,,,,ALL,Y,N,Y,TRAVEL - TRANSPORTATION,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - TRANSPORTATION,0,0,0,0,0,2,0517,100,0,0,0,0,0,0,E,1,N,N
0517-105,Y,,,,,ALL,Y,N,Y,TRAVEL - LODGING,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - LODGING,0,0,0,0,0,2,0517,105,0,0,0,0,0,0,E,1,N,N
0517-110,Y,,,,,ALL,Y,N,Y,TRAVEL - M&IE,N,BADAWII,2017-02-02,OH TRAVEL,TRAVEL - M&IE,0,0,0,0,0,2,0517,110,0,0,0,0,0,0,E,3,N,N
0517-115,Y,,,,,ALL,Y,N,Y,TRAVEL - LOCAL,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - LOCAL,0,0,0,0,0,2,0517,115,0,0,0,0,0,0,E,1,N,N
0517-120,Y,,,,,ALL,Y,N,Y,TRAVEL - PARKING/CAB,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - PARKING/CAB,0,0,0,0,0,2,0517,120,0,0,0,0,0,0,E,1,N,N
0517-125,Y,,,,,ALL,Y,N,Y,TRAVEL - METRO,N,LWORTMAN,2016-03-23,OH TRAVEL,TRAVEL - METRO,0,0,0,0,0,2,0517,125,0,0,0,0,0,0,E,1,N,N
0518,N,,,,,,N,,N,OH MEMBERSHIP FEES,Y,SGOSS,2016-02-14,OH MEMBERSHIP FEES,0,0,0,0,0,0,1,0518,0,0,0,0,0,0,0,,0,N,N
0518-000,Y,,,,,ALL,Y,N,Y,MEMBERSHIP FEES,N,BADAWII,2018-03-09,OH MEMBERSHIP FEES,MEMBERSHIP FEES,0,0,0,0,0,2,0518,000,0,0,0,0,0,0,E,1,N,N
0518-100,Y,,,,,ALL,Y,N,Y,MEMBERSHIP FEES,N,BADAWII,2018-03-09,OH MEMBERSHIP FEES,MEMBERSHIP FEES,0,0,0,0,0,2,0518,100,0,0,0,0,0,0,E,1,N,N
0519,N,,,,,,N,,N,OH SEMINARS & TRAINING,Y,SGOSS,2016-02-14,OH SEMINARS & TRAINING,0,0,0,0,0,0,1,0519,0,0,0,0,0,0,0,,0,N,N
0519-000,Y,,,,,ALL,Y,N,Y,SEMINARS & TRAINING,N,49301.ISMAIL.MARMAR,2016-03-23,OH SEMINARS & TRAINING,SEMINARS & TRAINING,,,,,,2,0519,000,,,,,,,E,1,N,N
0519-100,Y,,,,,ALL,Y,N,Y,SEMINARS & TRAINING,N,49301.ISMAIL.MARMAR,2016-03-23,OH SEMINARS & TRAINING,SEMINARS & TRAINING,0,0,0,0,0,2,0519,100,0,0,0,0,0,0,E,1,N,N
0520,N,,,,,,N,,N,OH OFFICE SUPPLIES,Y,SGOSS,2016-02-14,OH OFFICE SUPPLIES,0,0,0,0,0,0,1,0520,0,0,0,0,0,0,0,,0,N,N
0520-000,Y,,,,,ALL,Y,N,Y,OFFICE SUPPLIES,N,49301.ISMAIL.MARMAR,2016-03-23,OH OFFICE SUPPLIES,OFFICE SUPPLIES,,,,,,2,0520,000,,,,,,,E,1,N,N
0520-100,Y,,,,,ALL,Y,N,Y,OFFICE SUPPLIES,N,49301.ISMAIL.MARMAR,2016-03-23,OH OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,0,0,2,0520,100,0,0,0,0,0,0,E,1,N,N
0521,N,,,,,,N,,N,OH MARKETING,Y,SGOSS,2016-02-14,OH MARKETING,0,0,0,0,0,0,1,0521,0,0,0,0,0,0,0,,0,N,N
0521-000,Y,,,,,ALL,Y,N,Y,MARKETING,N,SGOSS,2016-02-14,OH MARKETING,MARKETING,,,,,,2,0521,000,,,,,,,,0,N,N
0521-100,Y,,,,,ALL,Y,N,Y,MARKETING,N,SGOSS,2016-02-14,OH MARKETING,MARKETING,0,0,0,0,0,2,0521,100,0,0,0,0,0,0,,0,N,N
0522,N,,,,,,N,,N,OH COMPUTER SOFTWARE,Y,SGOSS,2016-02-14,OH COMPUTER SOFTWARE,0,0,0,0,0,0,1,0522,0,0,0,0,0,0,0,,0,N,N
0522-000,Y,,,,,ALL,Y,N,Y,COMPUTER SOFTWARE,N,SGOSS,2016-02-14,OH COMPUTER SOFTWARE,COMPUTER SOFTWARE,,,,,,2,0522,000,,,,,,,,0,N,N
0522-100,Y,,,,,ALL,Y,N,Y,COMPUTER SOFTWARE,N,SGOSS,2016-02-14,OH COMPUTER SOFTWARE,COMPUTER SOFTWARE,0,0,0,0,0,2,0522,100,0,0,0,0,0,0,,0,N,N
0524,N,,,,,,N,,N,OH FURNITURE/EQUIPMENT,Y,SGOSS,2016-02-14,OH FURNITURE/EQUIPMENT,0,0,0,0,0,0,1,0524,0,0,0,0,0,0,0,,0,N,N
0524-000,Y,,,,,ALL,Y,N,Y,FURNITURE/EQUIPMENT,N,SGOSS,2016-02-14,OH FURNITURE/EQUIPMENT,FURNITURE/EQUIPMENT,,,,,,2,0524,000,,,,,,,,0,N,N
0524-100,Y,,,,,ALL,Y,N,Y,FURNITURE/EQUIPMENT,N,SGOSS,2016-02-14,OH FURNITURE/EQUIPMENT,FURNITURE/EQUIPMENT,0,0,0,0,0,2,0524,100,0,0,0,0,0,0,,0,N,N
0525,N,,,,,,N,,N,OH DATA COMMUNICATN EQUIP,Y,SGOSS,2016-02-14,OH DATA COMMUNICATN EQUIP,0,0,0,0,0,0,1,0525,0,0,0,0,0,0,0,,0,N,N
0525-000,Y,,,,,ALL,Y,N,Y,DATA COMMUNICATION EQUIP,N,SGOSS,2016-02-14,OH DATA COMMUNICATN EQUIP,DATA COMMUNICATION EQUIP,,,,,,2,0525,000,,,,,,,,0,N,N
0525-100,Y,,,,,ALL,Y,N,Y,DATA COMMUNICATION EQUIP,N,SGOSS,2016-02-14,OH DATA COMMUNICATN EQUIP,DATA COMMUNICATION EQUIP,,,,,,2,0525,100,,,,,,,,0,N,N
0526,N,,,,,,N,,N,OH EQUIPMENT RENT,Y,SGOSS,2016-02-14,OH EQUIPMENT RENT,0,0,0,0,0,0,1,0526,0,0,0,0,0,0,0,,0,N,N
0526-000,Y,,,,,ALL,Y,N,Y,EQUIPMENT RENT,N,SGOSS,2016-02-14,OH EQUIPMENT RENT,EQUIPMENT RENT,,,,,,2,0526,000,,,,,,,,0,N,N
0526-100,Y,,,,,ALL,Y,N,Y,EQUIPMENT RENT,N,SGOSS,2016-02-14,OH EQUIPMENT RENT,EQUIPMENT RENT,,,,,,2,0526,100,,,,,,,,0,N,N
0530,N,,,,,,N,,N,OH REPAIRS/MAINTENANCE,Y,SGOSS,2016-02-14,OH REPAIRS/MAINTENANCE,0,0,0,0,0,0,1,0530,0,0,0,0,0,0,0,,0,N,N
0530-000,Y,,,,,ALL,Y,N,Y,REPAIRS/MAINTENANCE,N,SGOSS,2016-02-14,OH REPAIRS/MAINTENANCE,REPAIRS/MAINTENANCE,,,,,,2,0530,000,,,,,,,,0,N,N
0530-100,Y,,,,,ALL,Y,N,Y,REPAIRS/MAINTENANCE,N,SGOSS,2016-02-14,OH REPAIRS/MAINTENANCE,REPAIRS/MAINTENANCE,,,,,,2,0530,100,,,,,,,,0,N,N
0532,N,,,,,,N,,N,OH MOVING EXPENSES,Y,SGOSS,2016-02-14,OH MOVING EXPENSES,0,0,0,0,0,0,1,0532,0,0,0,0,0,0,0,,0,N,N
0532-000,Y,,,,,ALL,Y,N,Y,MOVING EXPENSES,N,SGOSS,2016-02-14,OH MOVING EXPENSES,MOVING EXPENSES,,,,,,2,0532,000,,,,,,,,0,N,N
0532-100,Y,,,,,ALL,Y,N,Y,MOVING EXPENSES,N,SGOSS,2016-02-14,OH MOVING EXPENSES,MOVING EXPENSES,,,,,,2,0532,100,,,,,,,,0,N,N
0534,N,,,,,,N,,N,OH UTILITIES/CLEANING,Y,SGOSS,2016-02-14,OH UTILITIES/CLEANING,0,0,0,0,0,0,1,0534,0,0,0,0,0,0,0,,0,N,N
0534-000,Y,,,,,ALL,Y,N,Y,UTILITIES/CLEANING,N,SGOSS,2016-02-14,OH UTILITIES/CLEANING,UTILITIES/CLEANING,,,,,,2,0534,000,,,,,,,,0,N,N
0534-100,Y,,,,,ALL,Y,N,Y,UTILITIES/CLEANING,N,SGOSS,2016-02-14,OH UTILITIES/CLEANING,UTILITIES/CLEANING,,,,,,2,0534,100,,,,,,,,0,N,N
0536,N,,,,,,N,,N,OH RENT EXPENSE,Y,SGOSS,2016-02-14,OH RENT EXPENSE,0,0,0,0,0,0,1,0536,0,0,0,0,0,0,0,,0,N,N
0536-000,Y,,,,,ALL,Y,N,Y,RENT EXPENSE,N,SGOSS,2016-02-14,OH RENT EXPENSE,RENT EXPENSE,0,0,0,0,0,2,0536,000,0,0,0,0,0,0,,0,N,N
0536-100,Y,,,,,ALL,Y,N,Y,RENT EXPENSE,N,SGOSS,2016-02-14,OH RENT EXPENSE,RENT EXPENSE,0,0,0,0,0,2,0536,100,0,0,0,0,0,0,,0,N,N
0540,N,,,,,,N,,N,OH POSTAGE EXPENSE,Y,SGOSS,2016-02-14,OH POSTAGE EXPENSE,0,0,0,0,0,0,1,0540,0,0,0,0,0,0,0,,0,N,N
0540-000,Y,,,,,ALL,Y,N,Y,POSTAGE EXPENSE,N,SGOSS,2016-02-14,OH POSTAGE EXPENSE,POSTAGE EXPENSE,,,,,,2,0540,000,,,,,,,,0,N,N
0540-100,Y,,,,,ALL,Y,N,Y,POSTAGE EXPENSE,N,SGOSS,2016-02-14,OH POSTAGE EXPENSE,POSTAGE EXPENSE,,,,,,2,0540,100,,,,,,,,0,N,N
0541,N,,,,,,N,,N,OH PRINT & REPRODUCTION,Y,SGOSS,2016-02-14,OH PRINT & REPRODUCTION,0,0,0,0,0,0,1,0540,0,0,0,0,0,0,0,,0,N,N
0541-000,Y,,,,,ALL,Y,N,Y,PRINTING & REPRODUCTION,N,49301.ISMAIL.MARMAR,2016-03-23,OH PRINT & REPRODUCTION,PRINTING & REPRODUCTION,,,,,,2,0540,000,,,,,,,E,1,N,N
0541-100,Y,,,,,ALL,Y,N,Y,PRINTING & REPRODUCTION,N,49301.ISMAIL.MARMAR,2016-03-23,OH PRINT & REPRODUCTION,PRINTING & REPRODUCTION,,,,,,2,0540,100,,,,,,,E,1,N,N
0542,N,,,,,,N,,N,OH DELIVERY/SHIPPING,Y,SGOSS,2016-02-14,OH DELIVERY/SHIPPING,0,0,0,0,0,0,1,0542,0,0,0,0,0,0,0,,0,N,N
0542-000,Y,,,,,ALL,Y,N,Y,DELIVERY/SHIPPING,N,49301.ISMAIL.MARMAR,2016-03-23,OH DELIVERY/SHIPPING,DELIVERY/SHIPPING,,,,,,2,0542,000,,,,,,,E,1,N,N
0542-100,Y,,,,,ALL,Y,N,Y,DELIVERY/SHIPPING,N,49301.ISMAIL.MARMAR,2016-03-23,OH DELIVERY/SHIPPING,DELIVERY/SHIPPING,,,,,,2,0542,100,,,,,,,E,1,N,N
0544,N,,,,,,N,,N,OH LOCAL & LD PHONE EXP,Y,SGOSS,2016-02-14,OH LOCAL & LD PHONE EXP,0,0,0,0,0,0,1,0544,0,0,0,0,0,0,0,,0,N,N
0544-000,Y,,,,,ALL,Y,N,Y,LOCAL & LD PHONE EXPENSE,N,SGOSS,2016-02-14,OH LOCAL & LD PHONE EXP,LOCAL & LD PHONE EXPENSE,,,,,,2,0544,000,,,,,,,,0,N,N
0544-100,Y,,,,,ALL,Y,N,Y,LOCAL & LD PHONE EXPENSE,N,SGOSS,2016-02-14,OH LOCAL & LD PHONE EXP,LOCAL & LD PHONE EXPENSE,,,,,,2,0544,100,,,,,,,,0,N,N
0545,N,,,,,,N,,N,OH MOBILE PHONE EXPENSE,Y,SGOSS,2016-02-14,OH MOBILE PHONE EXPENSE,0,0,0,0,0,0,1,0545,0,0,0,0,0,0,0,,0,N,N
0545-000,Y,,,,,ALL,Y,N,Y,MOBILE PHONE EXPENSE,N,49301.ISMAIL.MARMAR,2016-03-23,OH MOBILE PHONE EXPENSE,MOBILE PHONE EXPENSE,,,,,,2,0545,000,,,,,,,E,1,N,N
0545-100,Y,,,,,ALL,Y,N,Y,MOBILE PHONE EXPENSE,N,49301.ISMAIL.MARMAR,2016-03-23,OH MOBILE PHONE EXPENSE,MOBILE PHONE EXPENSE,,,,,,2,0545,100,,,,,,,E,1,N,N
0546,N,,,,,,N,,N,OH DATA COMM SVCS,Y,SGOSS,2016-02-14,OH DATA COMM SVCS,0,0,0,0,0,0,1,0546,0,0,0,0,0,0,0,,0,N,N
0546-000,Y,,,,,ALL,Y,N,Y,DATA COMMUNICATION SVCS,N,BADAWII,2018-01-30,OH DATA COMM SVCS,DATA COMMUNICATION SVCS,0,0,0,0,0,2,0546,000,0,0,0,0,0,0,E,1,N,N
0546-100,Y,,,,,ALL,Y,N,Y,DATA COMMUNICATION SVCS,N,BADAWII,2018-01-30,OH DATA COMM SVCS,DATA COMMUNICATION SVCS,0,0,0,0,0,2,0546,100,0,0,0,0,0,0,E,1,N,N
0547,N,,,,,,N,,N,OH RECRUITMENT-AGENCY FEE,Y,SGOSS,2016-02-14,OH RECRUITMENT-AGENCY FEE,0,0,0,0,0,0,1,0547,0,0,0,0,0,0,0,,0,N,N
0547-000,Y,,,,,ALL,Y,N,Y,RECRUITMENT - AGENCY FEE,N,SGOSS,2016-02-14,OH RECRUITMENT-AGENCY FEE,RECRUITMENT - AGENCY FEE,,,,,,2,0547,000,,,,,,,,0,N,N
0547-100,Y,,,,,ALL,Y,N,Y,RECRUITMENT - AGENCY FEE,N,SGOSS,2016-02-14,OH RECRUITMENT-AGENCY FEE,RECRUITMENT - AGENCY FEE,,,,,,2,0547,100,,,,,,,,0,N,N
0549,N,,,,,,N,,N,OH RECRUITMENT - OTHER,Y,SGOSS,2016-02-14,OH RECRUITMENT - OTHER,0,0,0,0,0,0,1,0549,0,0,0,0,0,0,0,,0,N,N
0549-000,Y,,,,,ALL,Y,N,Y,RECRUITMENT - OTHER,N,SGOSS,2016-02-14,OH RECRUITMENT - OTHER,RECRUITMENT - OTHER,,,,,,2,0549,000,,,,,,,,0,N,N
0549-100,Y,,,,,ALL,Y,N,Y,RECRUITMENT - OTHER,N,SGOSS,2016-02-14,OH RECRUITMENT - OTHER,RECRUITMENT - OTHER,,,,,,2,0549,100,,,,,,,,0,N,N
0550,N,,,,,,N,,N,OH SUBSCRIPTIONS/PUBLICAT,Y,SGOSS,2016-02-14,OH SUBSCRIPTIONS/PUBLICAT,0,0,0,0,0,0,1,0550,0,0,0,0,0,0,0,,0,N,N
0550-000,Y,,,,,ALL,Y,N,Y,SUBSCRIPTIONS/DUES/PUBS,N,SGOSS,2016-02-14,OH SUBSCRIPTIONS/PUBLICAT,SUBSCRIPTIONS/DUES/PUBS,,,,,,2,0550,000,,,,,,,,0,N,N
0550-100,Y,,,,,ALL,Y,N,Y,SUBSCRIPTIONS/DUES/PUBS,N,SGOSS,2016-02-14,OH SUBSCRIPTIONS/PUBLICAT,SUBSCRIPTIONS/DUES/PUBS,,,,,,2,0550,100,,,,,,,,0,N,N
0555,N,,,,,,N,,N,OH RELOCATION EXPENSE,Y,SGOSS,2016-02-14,OH RELOCATION EXPENSE,0,0,0,0,0,0,1,0555,0,0,0,0,0,0,0,,0,N,N
0555-000,Y,,,,,ALL,Y,N,Y,RELOCATION EXPENSE,N,49301.ISMAIL.MARMAR,2016-03-23,OH RELOCATION EXPENSE,RELOCATION EXPENSE,,,,,,2,0555,000,,,,,,,E,1,N,N
0555-100,Y,,,,,ALL,Y,N,Y,RELOCATION EXPENSE,N,49301.ISMAIL.MARMAR,2016-03-23,OH RELOCATION EXPENSE,RELOCATION EXPENSE,,,,,,2,0555,100,,,,,,,E,1,N,N
0559,N,,,,,,N,,N,OH INSUR (FIRE/CASUALTY),Y,SGOSS,2016-02-14,OH INSUR (FIRE/CASUALTY),0,0,0,0,0,0,1,0559,0,0,0,0,0,0,0,,0,N,N
0559-000,Y,,,,,ALL,Y,N,Y,INSUR (FIRE/CASUALTY),N,SGOSS,2016-02-14,OH INSUR (FIRE/CASUALTY),INSUR (FIRE/CASUALTY),,,,,,2,0559,000,,,,,,,,0,N,N
0559-100,Y,,,,,ALL,Y,N,Y,INSURANCE (FIRE/CASUALTY),N,SGOSS,2016-02-14,OH INSUR (FIRE/CASUALTY),INSURANCE (FIRE/CASUALTY),,,,,,2,0559,100,,,,,,,,0,N,N
0560,N,,,,,,N,,N,OH INSURANCE EXPENSE,Y,SGOSS,2016-02-14,OH INSURANCE EXPENSE,0,0,0,0,0,0,1,0560,0,0,0,0,0,0,0,,0,N,N
0560-000,Y,,,,,ALL,Y,N,Y,INSURANCE EXPENSE,N,SGOSS,2016-02-14,OH INSURANCE EXPENSE,INSURANCE EXPENSE,,,,,,2,0560,000,,,,,,,,0,N,N
0560-100,Y,,,,,ALL,Y,N,Y,INSURANCE EXPENSE,N,SGOSS,2016-02-14,OH INSURANCE EXPENSE,INSURANCE EXPENSE,,,,,,2,0560,100,,,,,,,,0,N,N
0561,N,,,,,,N,,N,OH AUTO LEASE EXPENSE,Y,SGOSS,2016-02-14,OH AUTO LEASE EXPENSE,0,0,0,0,0,0,1,0561,0,0,0,0,0,0,0,,0,N,N
0561-000,Y,,,,,ALL,Y,N,Y,AUTO LEASE EXPENSE,N,SGOSS,2016-02-14,OH AUTO LEASE EXPENSE,AUTO LEASE EXPENSE,,,,,,2,0561,000,,,,,,,,0,N,N
0561-100,Y,,,,,ALL,Y,N,Y,AUTO LEASE EXPENSE,N,SGOSS,2016-02-14,OH AUTO LEASE EXPENSE,AUTO LEASE EXPENSE,,,,,,2,0561,100,,,,,,,,0,N,N
0562,N,,,,,,N,,N,OH AUTO MAINTENANCE,Y,SGOSS,2016-02-14,OH AUTO MAINTENANCE,0,0,0,0,0,0,1,0562,0,0,0,0,0,0,0,,0,N,N
0562-000,Y,,,,,ALL,Y,N,Y,AUTO MAINTENANCE,N,SGOSS,2016-02-14,OH AUTO MAINTENANCE,AUTO MAINTENANCE,,,,,,2,0562,000,,,,,,,,0,N,N
0562-100,Y,,,,,ALL,Y,N,Y,AUTO MAINTENANCE,N,SGOSS,2016-02-14,OH AUTO MAINTENANCE,AUTO MAINTENANCE,,,,,,2,0562,100,,,,,,,,0,N,N
0563,N,,,,,,N,,N,OH AUTO INSURANCE,Y,SGOSS,2016-02-14,OH AUTO INSURANCE,0,0,0,0,0,0,1,0563,0,0,0,0,0,0,0,,0,N,N
0563-000,Y,,,,,ALL,Y,N,Y,AUTO INSURANCE,N,SGOSS,2016-02-14,OH AUTO INSURANCE,AUTO INSURANCE,,,,,,2,0563,000,,,,,,,,0,N,N
0563-100,Y,,,,,ALL,Y,N,Y,AUTO INSURANCE,N,SGOSS,2016-02-14,OH AUTO INSURANCE,AUTO INSURANCE,,,,,,2,0563,100,,,,,,,,0,N,N
0564,N,,,,,,N,,N,OH AUTO FUEL EXPENSE,Y,SGOSS,2016-02-14,OH AUTO FUEL EXPENSE,0,0,0,0,0,0,1,0564,0,0,0,0,0,0,0,,0,N,N
